store_name,store_format,address,opening_hours,latitude,longitude,in_baku_study_bbox,google_maps_url,source_url,collected_at_utc
Bravo Mashtagha,Express,"Mashtagha settlement, Nizami street 97",08:00 - 23:00,40.53167,49.991234,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.53167,49.991234&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Buzovna,Express,"Mardakan settlement, Buzovna-Mardakan road",08:00 - 23:00,40.511261,50.140347,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.511261,50.140347&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Binagadi highway,Market,"Binagadi settlement, Binagadi highway, 1st street",08:00 - 23:00,40.44939,49.843666,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.44939,49.843666&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Tovuz,Market,"Hazi Aslanov street, Tovuz city",08:00 - 23:00,40.991013,45.615772,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.991013,45.615772&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
"Bravo Premium ""Sea Breeze""",,Premium,,40.588493,49.98732,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.588493,49.98732&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
"Bravo ""AAAF Park"" residence",Express,"167 H. Aliyev avenue, AAAF park legal complex, street No. 28, building 5",07:00 - 23:00,40.459625,49.720074,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.459625,49.720074&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo İsmayil Hidayetzade,Market,"Narimanov district, Ismayil Hidayatzadeh street, house 130",,40.393917,49.87215,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.393917,49.87215&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Khirdalan H. Aliyev pr-2,Market,"Khirdalan city, H. Aliyev avenue 263",07:00 - 00:00,40.463448,49.724785,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.463448,49.724785&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Qadir Mammadov,Market,"Khatai district, Gadir Mammadov 40",08:00 - 02:00,40.368393,49.948143,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.368393,49.948143&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Xudu Məmmədov,Market,"Xətai rayonu, Əhmədli qəsəbəsi, Xudu Məmmədov küçəsi",8:00-23:00,,,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=,&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo A. Abbaszade str.,Express,"Badamdar settlement, Abbasgulu Abbaszade street 59 A",08:00 - 23:00,40.355026,49.816319,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.355026,49.816319&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Afiyaddin Jalilov,,,07:00-02:00,40.377525,49.865719,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.377525,49.865719&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Gala Highway,Market,"Gala settlement, territory of No. 3 Olive farm",07:00 - 23:00,40.456032,50.142788,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.456032,50.142788&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Almas İldırım,,,07:00-02:00,40.486629,50.169556,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.486629,50.169556&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Lankaran,Super,"Lankaran region, Shilavar village",08:00 - 23:00,38.757114,48.83395,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=38.757114,48.83395&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Podium Mall,Market,"Nizami rayonu, C.Naxçivanski küçəsi 88Q, məhəllə 2566 (Podium Mall 1-ci mərtəbə)",,40.408005,49.955822,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.408005,49.955822&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Shamakhi,Market,"Shamakhi city, Mammad Amin Rasulzade Street 28,30",24/7,40.641991,48.635811,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.641991,48.635811&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Şüvəlan,Market,"Bakı şəhəri, Xəzər rayonu, Şüvəlan qəsəbəsi, Hacı Məmmədov küçəsi, ev 176",,40.488544,50.20488,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.488544,50.20488&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Goychay,Market,"Goychay city, Nizami street 214 A",24/7,40.651539,47.750381,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.651539,47.750381&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Şüvəlan,,Ekspress,08:00-02:00,40.48621,50.19828,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.48621,50.19828&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Zira,Express,"Zira settlement, Jalal Aliyev street",08:00 - 23:00,40.382217,50.287785,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.382217,50.287785&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Şüvəlan,Market,"Bakı şəhəri, Xəzər rayonu, Şüvəlan qəsəbəsi, A. İldırım küçəsi, 30",,40.485668,50.174816,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.485668,50.174816&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Lankaran Dosa Mall,Market,"Lankaran city, Dosa Mall, 23 Fikret Mammadov Street",08:00 - 23:00,38.754219,48.852238,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=38.754219,48.852238&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Axundov Residence,Market,"Binəqədi rayonu, Süleyman Sani Axundov küçəsi 1R",,40.426689,49.84201,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.426689,49.84201&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Moskva prospekti,Market,"Bakı şəhəri, Yasamal rayonu, Moskva prospekti 8, 3168-ci məhəllə (“Main Yaşayış Kompleksi” 41 saylı bina)",,40.412891,49.79974,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.412891,49.79974&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo Shusha,Express,"Şuşa şəhəri, Əhməd bəy Ağaoğlu küçəsi",8:00-22:00,39.753689,46.74297,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=39.753689,46.74297&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo lsmayilli,Market,"Ismayilli city, Nizami Ganjavi street",08:00-23:00,40.788719,48.172428,False,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.788719,48.172428&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
Bravo- City Park Mall,Market,"White City, intersection of Babek Avenue and Suleyman Vezirov Street",9:00-22:00,40.38916,49.890148,True,"https://www.google.com/maps/dir/?api=1&origin=&destination=40.38916,49.890148&travelmode=driver",https://www.bravosupermarket.az/en/branches/,2026-09-24T15:16:39.828571+00:00
