cell_id,nearest_bravo_km,bravo_count_1_5km,nearest_competitor_km,competitor_count_1_5km,nearest_transit_km,transit_count_1km,coverage_gap_score,coverage_gap_rank,centre_latitude,centre_longitude
111,1.812012774079182,0,0.41805411527739356,11,1.6324169441770304,0,0.6136080066248812,31,40.389074807220055,49.9219322836201
108,1.7908198875130887,0,1.0406772360800272,1,1.1842833913613176,0,0.6098998885406068,32,40.43400200178726,49.909425252620416
44,1.7673142083102604,0,0.40934890233799553,12,4.152440302765108,0,0.605787101268173,33,40.31609881072091,49.82894024276947
155,1.7492461903905754,0,0.6049101549844137,49,0.3314209441662194,1,0.6026257412624922,34,40.35357780538816,49.981376700359974
157,1.7376875743631723,0,0.4329539832777699,84,1.7176641150646896,0,0.600603330913306,35,40.37159342456385,49.98110547080318
156,1.7342049679108855,0,0.0916479875183382,60,0.7280830496629461,1,0.5999939794723939,36,40.36258562220223,49.98124111617489
119,1.7083570840017872,0,0.7052695752971718,17,1.7361044007428377,0,0.595471376783768,37,40.38918404263408,49.93371249936501
103,1.6981373491993663,0,0.2844613092259454,12,1.2987871501543977,0,0.5936832304017658,38,40.3889643720076,49.91015213269364
144,1.6660748633766937,0,0.22040579627195026,36,1.5389032590277247,0,0.5880732591911398,39,40.34446570323345,49.969739591664045
21,1.659442490950419,0,0.3070726140949468,27,2.647215029070141,0,0.5869127933877292,40,40.34288013189788,49.804929560883906
112,1.6580813577028035,0,0.6484177144766561,5,2.232204318092259,0,0.5866746359854872,41,40.39808239715013,49.92178860799493
165,1.6228971276537343,0,0.32102705480546095,35,2.948217531622597,0,0.5805184533758487,42,40.380704415944756,49.99274872474703
133,1.561842918569678,0,0.5496339214875358,13,2.246524365332979,0,0.5698358020947403,43,40.344360234367414,49.957967021769164
102,1.5409727025070787,0,0.5517631624432175,14,0.29894390914111385,1,0.5661841416490011,44,40.37995680252131,49.91029731199678
31,1.5383657242974378,0,0.49321275425647904,16,3.207158609513517,0,0.5657279988288935,45,40.31597908139071,49.817173161847215
99,1.5361603698041608,0,0.5671664347730399,2,1.0447338199717882,0,0.5653421280862152,46,40.42488272847831,49.8977843935545
85,1.5165992267522599,0,1.4480785087496124,1,0.9059189925624627,3,0.5619195160662045,47,40.42465557190984,49.87421186070356
120,1.4536747969661001,1,0.5453485051000343,43,1.5223848716995192,0,0.5321596323816467,48,40.39819166713719,49.933570392976826
124,1.4319587250782357,1,0.7743611928288239,25,2.1497307222928543,0,0.5283599725931766,49,40.35326129863803,49.94605429398598
160,1.4125669509359404,1,0.13996190426971558,25,2.0699581594308194,0,0.5249669950410646,50,40.398616744924844,49.98069816725743
153,1.3884863265846326,1,0.14587862559244114,50,0.9153349473869875,1,0.5207536096506777,51,40.425535366880055,49.968503562259684
98,1.3570411510400622,1,1.1963801251940496,1,0.453259564184256,6,0.5152516491821798,52,40.415875252393306,49.897931406457595
101,1.3454886790874914,1,0.9265904386395107,9,0.7013464623272573,1,0.5132303138613964,53,40.37094921852709,49.91044242580709
105,1.2854384003483934,1,1.5539324026224977,0,1.5659233854879362,0,0.5027233202121959,54,40.40697946745264,49.909861577475816
94,1.2546511282702224,1,0.8129580801553472,7,0.732345594949388,1,0.4973364730735341,55,40.37984520285277,49.898518795059545
19,1.2420272768691616,1,0.08919435431720736,19,1.9874940582340312,0,0.49512767855526585,56,40.32486549553982,49.80524735982742
34,1.3352797297640207,2,0.5354767818602273,29,1.9921992260619235,0,0.49269405461399546,57,40.34300117270685,49.816701262750165
91,1.3270675342894624,2,1.2887272109310854,4,0.36703647237806003,9,0.49125716726710966,58,40.41576231047849,49.886146677755406
20,1.21471182610651,1,0.2548817301213278,31,2.1380582400640504,0,0.4903482957827865,59,40.33387282101393,49.805088496193214
152,1.3149847514028445,2,0.04559257331277341,56,0.3091462758885324,3,0.48914304347418036,60,40.416527684332856,49.96864114689498
23,1.1886758343200632,1,0.7846949312956674,25,1.6904058191807259,0,0.48579277987020636,61,40.36089470989139,49.804611475094546
96,1.1844000825326906,1,0.22946832685955187,11,0.47003090068765,3,0.48504465183785084,62,40.397860256661254,49.89822523329329
56,1.1564028307171121,1,0.7572134278551368,13,2.878264381365311,0,0.48014597437626194,63,40.334232236470356,49.84039912003889
79,1.1447141513292183,1,0.19362913786720054,13,0.4070865499276456,9,0.478100806848735,64,40.43354754493222,49.86227390052131
65,1.1194653365365395,1,1.0844244679734714,12,2.4687341432481293,0,0.47368302324727796,65,40.34335710872743,49.8520167915614
22,1.0408409148059636,1,0.22537275106105123,20,2.1454411519685292,0,0.45992611291911056,66,40.351887428190715,49.80477055386315
45,1.027760952211802,1,0.6338662305363036,8,3.708251572222717,0,0.4576375126528947,67,40.32510622698187,49.82878457729454
147,1.0367852174050343,2,0.1246743753358565,133,1.3108842593147783,0,0.440466487789479,68,40.37148905461573,49.969328139468665
118,1.0313435646483462,2,0.5715934006103746,20,1.0140519348456876,0,0.43951436213484074,69,40.380176403640405,49.93385454164242
46,0.9945781210580178,2,0.5102624932195687,17,2.708283178709975,0,0.4330815146872549,70,40.33411362867369,49.828628841590685
132,1.0991683621119932,3,0.5097189663797483,42,1.0154986001652568,0,0.4326316628563753,71,40.42532262611779,49.944930250005264
78,1.0924340945356132,3,0.44809201035459323,17,0.03500786498964921,8,0.4314533684646963,72,40.42454019175762,49.8624256956033
123,0.983484459621107,2,0.3397233131920949,30,0.8040795065922464,7,0.4311404574147245,73,40.42521445369374,49.93314368882164
145,0.8505351765250646,1,0.1954298258336906,71,0.8879686512600656,1,0.426628329369907,74,40.35347350148807,49.969602502804634
110,0.8480172221758023,1,0.12462402936339602,18,1.0331042924325995,0,0.4261877630492806,75,40.380067202790315,49.922075894426825
107,0.8299445001755681,1,0.4389268149946332,4,0.18612403828566118,11,0.4230255799709097,76,40.4249945048547,49.90957075988717
158,0.8235009822031769,1,0.12273298303095727,78,2.310097788160416,0,0.4218981580199048,77,40.3806012124721,49.98096976421376
47,0.9035440929754077,2,0.33406290303531166,19,1.7083517873302791,0,0.4171532962841259,78,40.343121015795404,49.82847303562227
115,1.0088741571605901,3,0.5319614733502348,16,0.5072603254659607,15,0.41683289126189305,79,40.425105079932976,49.92135719187924
89,1.0037975908240597,3,0.3062927852056469,31,0.4757307842626607,3,0.41594464475617043,80,40.39774738619838,49.886443644989505
151,1.1007932186787153,4,0.21062091629461432,67,0.7397789602344305,1,0.41416596391185556,81,40.407519987319034,49.96877866944806
90,0.8584342027119204,2,0.7818756540286851,23,0.9202503601961185,3,0.40926042150541153,82,40.40675485560317,49.88629519487712
148,0.8500074402218211,2,0.015817169345301477,119,1.3442903227002827,0,0.40778599138075755,83,40.38049680948693,49.969190864929274
146,0.81915488317984,2,0.05575254213277967,92,1.0994332224355818,0,0.40238772133591544,84,40.36248128528246,49.969465352083304
95,0.6989109418134711,1,0.49835487053109695,13,1.0818793655127743,0,0.4000986461672486,85,40.388852737016094,49.89837204729327
13,0.7559223737234716,2,0.5646878016972343,12,1.7247927788618604,0,0.39132393297004225,86,40.369779622367965,49.79267599630369
142,0.7536794303218207,2,0.09943957047540537,51,0.7175389781381403,5,0.39093148529833277,87,40.42542959718615,49.956716874720996
113,0.9299207432666374,4,0.9398197221149286,13,1.3705598206292051,0,0.3842684171947419,88,40.4070899725796,49.921644867518374
159,0.5803013262806042,1,0.35969470233845224,59,2.2976707465168484,0,0.3793455288910994,89,40.38960898592607,49.980833996375544
32,0.5472313639487117,1,0.15791068592577306,16,2.984464232147352,0,0.37355927957641866,90,40.32498645974217,49.817015933094055
134,0.622059433187139,2,0.401908228290987,55,1.8620249216939098,0,0.36790194233800205,91,40.353367999231864,49.9578283671112
128,0.7215873457076812,3,0.45444623036241805,57,0.7909676584819396,5,0.36656633518894904,92,40.38929207823053,49.94549277922071
24,0.9238024338552117,5,0.4503801354984611,56,0.8477661323964563,4,0.364447896966035,93,40.36990197699894,49.80445232454169
117,0.7066912083945784,3,0.19380635671574267,39,0.2782381005396574,1,0.363959958941698,94,40.37116875015709,49.93399651984157
33,0.48203239485034055,1,0.3797426944891622,31,2.8957192030876495,0,0.3621514198855862,95,40.33399382351456,49.81685863340703
36,0.6649607620329504,3,0.22372099716552324,37,1.0659239478987406,0,0.35665838525866944,96,40.361015827347224,49.81638630838289
109,0.3935430405780237,1,0.05230102015943909,16,1.2123629318191194,0,0.3466684429055687,97,40.37105958386183,49.922219440448
129,0.9221669250629849,6,0.25925612452568025,86,0.531457600276494,5,0.34541173209130066,98,40.39829973692704,49.945352242102075
143,0.3228932254664223,1,0.23665010472488648,21,0.36160662998076176,3,0.3343068490165553,99,40.43443723179647,49.956577655803756
150,0.6401899375961807,4,0.6436296751670709,72,1.3461868194648177,0,0.3335742356009569,100,40.398512275839494,49.96891612995046
106,0.4130131683505443,2,1.1411855187249362,4,0.7378326062733362,15,0.3313251299876355,101,40.41598699340952,49.90971620149452
125,0.705667545957749,5,0.11401653923401385,62,1.2382936199334829,0,0.32628084878686553,102,40.36226901525528,49.94591401028672
137,0.6857423720921588,5,0.248973614039243,121,0.5269546019797289,10,0.3227945423173393,103,40.38039120700755,49.95741202760098
84,0.5736579428382581,4,0.5752020113418841,21,0.3294649786649356,4,0.32193313649087085,104,40.4156481676849,49.874362016096605
35,0.3355180857734184,2,0.22120186482627702,18,1.24600393639542,0,0.3177658200630341,105,40.35200850731809,49.816543821087464
37,0.8621688934699491,7,0.169053493937629,74,0.5728546802041338,6,0.31616388012209545,106,40.37002313279333,49.81622872460038
149,0.6173397849044592,5,0.278220822261899,99,1.3218201255441804,0,0.3108261457626351,107,40.38950454989515,49.9690535284337
114,0.49778265089962453,4,0.49002390026141024,23,0.3930161000535637,15,0.3086572412365929,108,40.41609753350753,49.92150106215747
49,0.8169083938829562,7,0.10905631855697956,44,0.29291967441069927,7,0.308244653239131,109,40.36113574632447,49.82816121274915
87,0.5995074283506798,5,0.6853110815661866,17,0.291848717491051,1,0.30770601941193343,110,40.37973240380424,49.886740344322384
127,0.5863090512818053,5,0.2673576128903585,58,0.8288336541082734,7,0.3053967001722189,111,40.38028440505247,49.94563325293624
43,0.539896787644644,5,0.1910108754590525,35,0.2468176169688228,1,0.29727594920286216,112,40.42406665917035,49.81528172724615
135,0.4152396327406951,4,0.14392706505678657,113,1.1009698370485181,0,0.29421469432769665,113,40.362375749627326,49.957689649885026
48,0.408169113188966,4,0.4505928039111098,28,0.708614057485254,3,0.292977565948171,114,40.35212838834599,49.82831715935365
141,0.5086935176602648,5,0.2119525941507509,84,0.17718812862832597,3,0.291816314935641,115,40.41642194809947,49.956856030815274
57,0.18654030081676728,2,0.11393985071334621,19,1.9667419511027349,0,0.2916991860143841,116,40.34323966114251,49.840244878794564
136,0.3996141332934524,4,0.02580748125078741,132,0.31478147935912565,6,0.29148070163182477,117,40.37138348555286,49.95755087005888
126,0.37807941244470505,4,0.11800801156698637,69,0.5491563062289087,7,0.2877127728237312,118,40.37127671739374,49.94577366328086
121,0.4782146122092421,5,0.20817270897671813,63,0.8509569765686827,7,0.286483422687133,119,40.407199277148784,49.933428222445265
54,0.8879704604385299,9,0.44467269646140256,58,0.6983128287822215,8,0.2831783787384323,120,40.40617231760103,49.82738042343811
72,0.5629801104086424,6,0.2939009393884388,41,0.6639458024648134,12,0.2825648367946672,121,40.424423610386995,49.8506395989985
40,0.6356762834403604,7,0.0520872646271539,44,0.670330543241248,12,0.2765344818055426,122,40.39704496162337,49.81575554642429
41,0.6267841079601008,7,0.18442362488267083,60,0.15966750980785538,28,0.2749786183980705,123,40.40605220872735,49.815597677968945
138,0.3505605062065957,5,0.11584088431598374,93,0.46381680563340283,8,0.2641477914589819,124,40.38939891399047,49.957273122479506
77,0.4045894259923705,6,0.48013372474975086,23,1.000691571955754,0,0.2548512282952824,125,40.415532824032546,49.86257742218984
71,0.5941769921100782,8,0.3378375554855173,42,1.2893341857990543,0,0.25052335330440706,126,40.41541627954167,49.85079289674371
66,0.5232307432064485,8,0.13405917653042349,43,0.5532592910482578,8,0.23810989241268105,127,40.37037940694563,49.851558348633645
88,0.3054219252564157,6,0.5009315490433777,30,0.8243725408218207,1,0.2374998966725473,128,40.38873990226509,49.88659202812659
14,0.2783495738011311,6,0.5994404859767564,37,1.416755714330534,0,0.23276304897121602,129,40.37878683615343,49.79251520648956
139,0.4926455091807554,8,0.16680786783885063,87,0.3710834343373046,5,0.23275839585987596,130,40.398406606500714,49.95713415466264
16,0.25387394864414825,6,0.1616821941889849,36,1.0367011010220857,0,0.22848055031368367,131,40.39680121990746,49.792193409131876
82,0.4643895416660585,8,0.16794995311744426,51,0.6375979902771456,9,0.22781445092801605,132,40.397633315616226,49.87466212366102
122,0.019659143593268567,4,0.20733257843331862,57,0.14635905839858296,10,0.22499999999999998,133,40.416206872667935,49.93328598773774
28,0.32224531618409025,7,0.12179872583353826,49,0.3073370811884673,15,0.22169348436850259,134,40.40593089947791,49.80381500375839
64,0.37643076293116184,8,0.12110099966507343,39,0.19840531253833332,7,0.21242430871778067,135,40.42430582781844,49.838853571598094
130,0.3704953706913656,8,0.0776817775148353,92,0.32160890408126847,7,0.21138579349556158,136,40.40730738114102,49.94521164154812
29,0.22214454672071107,7,0.1436624075350894,44,0.8716581915232597,8,0.20417885877281783,137,40.414938093604896,49.80365549373705
131,0.22103356886082523,7,0.047334845606128315,75,0.5562813772674987,10,0.2039844710436794,138,40.41631501087158,49.9450709775266
42,0.3185505585349428,8,0.0960467788587132,53,0.3338147821375072,13,0.20229701284547116,139,40.415059441243336,49.81543973825497
76,0.41465544265059023,9,0.32234416750806366,49,0.6951276457141182,8,0.20036247862286496,140,40.406525441757935,49.862729080315724
80,0.06851223435178078,6,0.1129239250423212,27,0.45930462088966056,4,0.19604782234356727,141,40.37961840539549,49.87496196049252
15,0.38764168365841517,9,0.22746174361232882,48,0.8612839468590181,5,0.1956358828412701,142,40.38779403533359,49.792354344111246
83,0.1421668860542923,7,0.1635713799484219,42,0.4616704261848126,12,0.1901851723096632,143,40.40664074892003,49.874512103737615
63,0.13328928090933082,7,0.08516267844022138,42,1.1181698120261347,0,0.1886318582728794,144,40.41529853423268,49.83900844046683
140,0.11920586567128254,7,0.13352388085043762,91,1.072218304699293,0,0.18616768395808336,145,40.40741428453736,49.95699512411852
27,0.29251664058963667,9,0.29889197181102556,54,0.6249023787483277,12,0.17899185979275034,146,40.39692369075284,49.80397444181299
62,0.5245286122758573,12,0.2921513499980173,59,1.163435810227967,0,0.16333698048547787,147,40.40629122607789,49.839163239457754
74,0.41721921006729984,11,0.31154391382725116,55,0.6699620780922432,4,0.16331106085313954,148,40.38851063356395,49.86303219132464
73,0.3074961416619049,10,0.12517006791099178,48,0.35379294854704635,6,0.1628628221919147,149,40.37950320764653,49.86318364427716
39,0.4919031204076055,12,0.08179502858803112,85,1.091853739657366,0,0.1576285001410132,150,40.388037699932376,49.81591334365721
38,0.14135319765249038,9,0.06987779825005296,102,0.430437282955949,6,0.15254280129907546,151,40.37903042365538,49.81607106970386
52,0.3383648976776218,11,0.08878402402371212,92,0.3768148222703954,2,0.14951392657021437,152,40.38815773281751,49.82769295056328
53,0.22662349894965816,10,0.021302633603308866,64,0.3863965604204416,9,0.1487125407741801,153,40.39716503249778,49.82753672225802
50,0.21199179303320534,10,0.2292378076446705,96,0.5579129960643153,4,0.14615243207245238,154,40.370143089729886,49.82800519577308
25,0.08676364344367184,9,0.03230525184678683,64,0.7542184092160004,4,0.14299127029158826,155,40.37890922951236,49.80429310216813
51,0.4651894229677,13,0.11406597892499107,106,0.1824348714926189,2,0.1342044061111215,156,40.379150418561224,49.827849108389714
81,0.11432788857760189,10,0.12351854451487485,45,0.22130446752543656,4,0.12906418460020483,157,40.38862586777437,49.87481207590119
75,0.07091799405947315,10,0.25716054455968296,56,0.7540910670186735,9,0.12146875797452494,158,40.39751804493475,49.862880670015734
58,0.28029858176767003,12,0.05705973407522659,73,0.41182599267500614,10,0.12060406677757188,159,40.37026184778758,49.839781737353086
26,0.2600393409089019,12,0.10781044645969161,70,0.15158524904504186,5,0.11705930862639768,160,40.38791646743066,49.80413380793739
70,0.3631282628380759,13,0.22397504955800882,53,0.5764138949756662,9,0.11634677107879979,161,40.40640893413707,49.850946125319695
67,0.4141332658406345,14,0.1922770602223506,75,0.15766253699993188,21,0.10652111337792078,162,40.379386810577515,49.85140539638347
61,0.12204621271833882,12,0.08222006528814332,66,0.9970683592183877,3,0.09291465930959854,163,40.397283903355,49.83931796860639
68,0.31780214875791263,14,0.12507769882874414,69,0.7300293192676292,17,0.08966606363192262,164,40.38839419965403,49.85125237510447
69,0.3262644236878389,15,0.24745787445372483,61,0.228821299470737,9,0.0723967073660313,165,40.39740157417421,49.851099284761574
60,0.27349419589440815,15,0.1885994381064248,98,0.6236052857291308,2,0.06316350379171644,166,40.388276566065,49.83947262794819
59,0.22946612392797122,16,0.16258739998706964,107,0.7197923271595114,26,0.036709914695189874,167,40.379269214208875,49.83962721751862
